t_rel,label,ms,n_persons,conf,bbox_w,bbox_h,aspect,sh_y,hip_y,sh_hip_gap,sh_hip_gap_norm,torso_angle,ank_y,kp_ok
11.388,standing,94.7,1,0.766165,111.653076,185.510376,0.601870,336.332764,396.348816,60.016052,0.323519,3.063758,,16
11.481,standing,83.0,2,0.609513,111.392334,186.098877,0.598565,335.504303,398.816956,63.312653,0.340210,4.319686,,15
11.587,standing,98.5,2,0.609631,113.347778,186.159851,0.608873,334.455994,396.580200,62.124207,0.333714,5.958623,,15
11.679,standing,80.6,2,0.539591,72.046753,121.868286,0.591185,332.489380,379.034607,46.545227,0.381931,6.137540,,16
11.793,standing,105.6,2,0.512619,111.393188,185.926270,0.599126,335.035492,398.405487,63.369995,0.340834,2.896880,,15
11.894,standing,90.9,2,0.597270,112.378662,185.647461,0.605334,335.638855,398.839478,63.200623,0.340434,3.808267,,15
12.003,standing,100.8,2,0.616082,112.398071,185.317505,0.606516,335.010437,397.467010,62.456573,0.337025,4.991101,,15
12.101,standing,87.8,2,0.623593,112.037720,185.554321,0.603800,335.210266,399.772156,64.561890,0.347941,4.663035,,15
12.196,standing,86.1,2,0.682859,110.842407,185.519714,0.597470,335.430664,399.143921,63.713257,0.343431,5.655249,,15
12.294,standing,87.7,2,0.632975,112.948486,185.357178,0.609356,334.186218,397.425415,63.239197,0.341175,4.541260,,15
12.385,standing,81.9,2,0.665082,71.359863,120.977173,0.589862,332.578247,378.776062,46.197815,0.381872,6.853661,,15
12.471,standing,78.3,2,0.595610,71.174805,121.020996,0.588119,331.988892,380.500183,48.511292,0.400850,5.109954,,15
12.567,standing,87.5,2,0.672158,111.391235,185.341431,0.601006,335.448975,396.374939,60.925964,0.328723,3.941037,,15
12.654,standing,77.3,2,0.669751,112.078857,184.879150,0.606228,335.758911,396.342163,60.583252,0.327691,2.677155,,16
12.756,standing,91.3,2,0.613353,71.036438,120.847412,0.587819,332.814819,379.916565,47.101746,0.389762,5.128561,,15
12.849,standing,85.6,2,0.650492,111.311157,185.400269,0.600383,335.656311,399.503357,63.847046,0.344374,4.410580,,15
12.935,standing,77.2,2,0.683146,71.516357,120.796753,0.592039,332.215393,378.602966,46.387573,0.384013,5.445167,,15
13.026,standing,83.7,2,0.669009,109.702148,184.498779,0.594596,335.143738,397.947296,62.803558,0.340401,4.906736,,15
13.108,standing,73.9,2,0.640052,70.890747,119.047729,0.595482,331.883850,378.363708,46.479858,0.390430,5.627439,,15
13.196,standing,79.1,2,0.646201,70.752075,115.916077,0.610373,332.780487,376.519348,43.738861,0.377332,2.403658,,15
13.274,standing,70.2,1,0.811750,70.406128,112.766479,0.624353,334.047455,370.171906,36.124451,0.320347,4.333507,405.336487,17
13.369,standing,87.9,1,0.832885,71.585571,105.202026,0.680458,340.583344,365.464081,24.880737,0.236504,0.323900,400.567627,17
13.461,standing,84.2,1,0.785543,71.599731,101.733154,0.703799,343.893921,365.683777,21.789856,0.214186,7.906765,404.241089,17
13.554,standing,84.0,1,0.297403,108.952271,162.274719,0.671406,350.965698,400.878296,49.912598,0.307581,2.113875,,15
13.627,standing,62.9,0,,,,,,,,,,,0
13.721,standing,85.7,0,,,,,,,,,,,0
13.815,standing,86.3,0,,,,,,,,,,,0
13.906,standing,83.6,0,,,,,,,,,,,0
13.998,standing,84.2,0,,,,,,,,,,,0
14.090,standing,83.9,1,0.253917,107.278992,162.337128,0.660841,348.690735,402.277527,53.586792,0.330096,3.532462,,15
14.171,standing,73.5,0,,,,,,,,,,,0
14.247,standing,67.8,0,,,,,,,,,,,0
14.326,standing,71.5,0,,,,,,,,,,,0
14.412,standing,78.2,0,,,,,,,,,,,0
14.486,standing,63.2,0,,,,,,,,,,,0
14.582,standing,88.9,0,,,,,,,,,,,0
14.677,standing,87.6,0,,,,,,,,,,,0
14.765,standing,77.5,0,,,,,,,,,,,0
14.852,standing,78.2,0,,,,,,,,,,,0
14.958,standing,98.9,0,,,,,,,,,,,0
